RespondID,CommentsImproveHealthWell-beingCounty
11168554852,Eliminate Meth
11168545071,
11168540351,
11168536382,
11168525216,
11168520917,Beautiful County
11168520286,"We need to clean up our main shopping areas, and hospitals. There is a serious lack of sidewalks for children. Even in neighborhoods there aren't continuous sidewalks. Also our water quality is poor and at least 10 times the fee as even Jacksonville and other cities. Our water needs to be fixed!"
11168515917,"Low-cost cone funding at local, state national services."
11167625375,
11167431696,
11167371497,
11167368685,
11167363899,
11167361483,
11167355328,
11167355078,
11167347456,"We need more health care less crime, less drugs on the street. Shelters for the homeless"
11167340559,
11167332746,I only wish insurance was more affordable
11167331627,
11167326695,
11167324290,
11167323591,"To have a regular public transport, i.e. buses"
11167323157,
11167320154,
11167314128,
11167313784,
11167311362,
11167303084,
11167295215,
11167287819,
11167284362,
11167280863,
11167274556,More affordable and available housing
11167266176,
11167261821,
11167261578,
11167255956,We need a better healthcare system
11167249988,
11167245164,
11167241797,
11167232106,Adequate transportation system
11167227383,
11167227065,
11167220640,"There needs to be more resources available for special needs students. There are no therapies (speech, OT, ABA) in the area."
11167217319,
11167212890,
11167205603,
11167204119,
11167201133,
11167188862,
11167176644,
11167164714,
11167151703,
11167130622,
11167119189,
11167106075,
11167099178,
11167083032,
11167068541,
11166982689,
11166274825,
11166260590,
11166258730,
11166251179,
11166241233,
11166239306,
11166226128,
11166224969,No one is willing to help with the duck problem in PT. Chatolette
11166214336,
11166209726,
11166206361,
11166194194,Try to help people with duels problems
11166188312,Treat patients a little longer and give meds on spot
11166183367,
11166167471,
11166166359,N/A
11166063300,I work with a local non-profit and see on a daily basis the effects of limited affordable housing and high energy bills.  Profits and greed are priorities to people's basis needs.
11165669973,
11165012444,
11164815511,
11164812014,
11164650427,More intervention for pregnant women who are using drugs and leading to the baby having issues for its lifetime
11164494487,"I see many people walking, running, or cycling and would like to see more. Some neighborhoods are in need of sidewalks and consistent bike lanes. Many children walk to the bus stops in wet grass due to no sidewalks (midway south of 41 as an example)."
11163939883,
11163388957,
11163297153,
11162819218,
11162801723,
11162271812,
11162152745,
11161432220,
11160859560,We need more mental health treatment and drug addiction services. We have no in-house treatment services
11160845455,more things and opportunities for young people to do
11160839838,
11160831679,Finding a way to make sure the community knows about important things and benefits such as 211
11160827427,
11160822002,
11160816054,cheaper insurance
11160810539,
11160805278,
11160791306,
11160785593,
11160779076,
11160773314,
11160766622,
11160766172,It's a lovely place to live. Thank you for letting me participate.
11160761445,
11160753990,"We need better public transportation, as well more help for the homeless in the county"
11160748232,
11160740726,
11160734603,
11160723234,
11160715764,
11160709152,
11160702251,
11160696530,
11160688201,"Needle exchange; Everyone has Hep C and is spreading it because we are sharing needles. You can't completely stop drug use, make it more safe!"
11160682142,
11160671864,
11160664703,
11160657255,I don't have any I'm from Polk county
11160649755,
11160643190,
11160623096,211 is not always accurate on their data they give out
11160391837,"The school system of this county under pays and under appreciates its teachers and faculty, unless they work at the county office. As a 20 year veteran teacher, I have have serious fears and anxiety over what the future holds for me concerning retirement. My pay is poor for the hours and dedication I put into my job, my health benefits are outrageously expensive and worthless and my pension has been cut by 3% for years and years. Add all of that up, and I think Charlotte County owes its teachers an apology and some serious financial/healthcare compensation and stability."
11160236580,
11160198624,
11160194782,home visits to assist the elderly need a non profit agency to assist elderly with eldercare on everyday routines-Free
11160192650,public transportation
11160183275,More activities to limit drug use
11160183107,Public transportation is much needed in Charlotte County
11160176796,
11160175349,
11160167278,
11160166822,
11160158525,I consider by far transportation is Charlotte's biggest problem.
11160156592,Need more free healthcare and dental programs
11160150713,
11160145292,We need a needle exchange in this county. Everyone has Hep A and there is a big issue with sharing needles
11160140163,I think there is little resources for the poor and disadvanted here in Charlotte county
11160133375,More activities to limit drug use in the community and drug awareness
11160114124,There is a big need for public transportation like Sarasota County has
11160087778,
11160081544,Dental health need to be available to all of us
11160072417,
11160058432,Public transportation is a must and Dial a Ride is not available time limitation wise to a job. We need more than 1 behavioral center for mental health. The process for evaluation is too intricate for severely mentally challenged people who need them
11160050229,
11160032419,
11160024805,
11160016253,
11160007197,
11160001373,
11159993452,I refuse to reside in this county ever again
11159983528,"I feel there should be a city bus transportation in Charlotte County. To help people back and forth to work, store, and doctors"
11159969440,"Everything is still sliding fee scale, what about a $0 fee scale"
11159945746,Update zoning to allow for multi-use community development.
11159915169,
11159874639,"Florida needs to expand Medicaid to insure needy people. There needs to be more help for younger people, not just the retirees that live or visit here."
11159833224,would be great to have affordable insurance that was actually good!
11159580546,
11159545783,I would love to have Tia Chi at the Ann Dever Rec Center
11159453494,
11159150368,
11158603756,"Although Charlotte Behavioral offers a program that suits many financially, it lacks staff. Or maybe it’s just the time frame in general. I can barely take off work, and when I do it’s for my sons needs. So therefore I cannot go  To the 2 hour appointment that is required for the evaluation. I just think there should be a larger window of time."
11158344605,Way way More low income housing. The waiting lists are way to long. Plus all doctors should HAVE to accept medicaid and medicare. Then pick and choose any other plans.
11158124724,help please
11158114694,
11158093972,
11158066008,
11158051821,
11158050713,
11158044531,
11158030580,
11158029931,
11158017301,
11158012615,
11158001994,
11157998657,
11157992334,
11157984902,
11157982800,
11157973953,
11157960875,
11157958204,live healthier
11157946891,
11157929114,
11157907426,Good
11157896675,
11157895116,
11157757028,
11157515766,
11157439953,
11157265408,
11157108200,
11157026557,
11156931095,Programs in neighborhoods to promote pride and youth/senior programs
11156888513,
11156850466,
11156829742,
11156806883,
11156792191,
11156783723,
11156770507,
11156757930,
11156709964,
11156707039,Taxes to help needs
11156688923,
11156644663,Thank you for not adding neurotoxic fluoride to the city's drinking water supply. I wish the surrounding counties would discontinue the use of fluoride.
11156634279,
11156566274,
11156546382,"211 did not help me at all.  And your rental assistance is a joke. 100 dollars is all they give you and you have to be late on rent my rent goes up 50$ a day if I'm passed 6 days late. So instead of 1000 I'd pay 1050 etc.. better jobs higher pay, rent going DOWN would be freaking awesome"
11156523841,
11156513419,Our high cost and poor quality of childcare and housing is hurting any and every family that tries to build here.
11156490234,
11156465714,
11156356164,
11156298433,
11156206751,
11156141518,
11154518306,
11154270878,
11154243190,
11154230975,
11154220690,The government is eager to place and jeep people in jail for small issues and judge on the past instead of promoting productivity and rehab
11154182451,make these things more aware to people
11154165750,
11154046568,We need better health coverage for the poor
11154032699,
11154008556,
11153960018,
11153935110,
11153928476,We as the poor need better quality health care options
11153918810,
11153903113,"There needs to be more places where kids can be kids (i.e. skate rinks, dance halls, public parties)"
11153829852,
11153766917,"Economic issue of affordable housing is what many people in this area struggle with. Also, no effort was made to market Murdock Village as a branch of USF or a Nursing College, instead we're getting a water park - low paying jobs. Low paying jobs is a BIG problem."
11152954615,"Outreach—I expect many people, particularly the elderly, poor, and immigrants (legal and illegal) are unaware of help and/or unable to get to help."
11152946199,
11152865758,"If we are serious about a  healthy community for Charlotte, we need:  * Promotes equity  *Creates trust  *Fosters altruism  *Reduces corruption  *Lowers the crime rate  *Enhances the health of all, not some    And we can start by creating a diverse round table to bring up issues that needs to be addressed. Round table needs to have be from all race and sex."
11152852941,Improve access to transit.
11152852098,Doctors seem to only be interested in charging insurance instead of talking care. Additional blood work when the same has been done less than 2 weeks!
11152789413,"I believe Charlotte County has a great deal of work to do to provide for the biopsychosocial needs of the community. Access to transportation, medical and mental health services, housing are of the utmost importance. As well, energy should be placed on beautifying the community to encourage residents to become more active and feel safe while doing so. For example, sidewalks in neighborhoods, redesign of parks, community events are all positive options."
11152725282,
11152605929,
11152424058,
11150856257,
11150755946,
11150513432,
11150490306,
11150285615,"Medical marijuana lounges, safe access to affordable medical marijuana, affordable and safe housing."
11149917596,Lack of affordable housing is Charlotte County's biggest issue as I see it. There will be more service jobs paying low wages. Where will these people live?
11148814111,
11148656975,
11148417570,Regarding mental health. I have no idea WHERE to get GOOD mental health care.
11148396475,"we need transportation, better health care, more things for children, young adults, and middle aged people to do."
11148395089,
11148393012,
11148304045,
11148254681,
11148199495,
11148183587,
11148043130,none at this time other than availability of more homeless/Veterans shelters.
11148008740,
11147956480,I believe that there are not enough services in Charlotte County for those on the Autism Spectrum as well as the fact that these services can be very hard to find.
11147949392,
11147653510,
11147027664,
11146999714,
11146654275,
11146422242,
11145532810,
11145322476,
11144852296,
11144480699,
11144220820,
11144127020,
11143736310,
11143612405,
11142619722,Build more affordable housing.  Transportation is also needed.
11142100243,"Better drinking water, eliminate smoking in public, keep the grounds in the community clean of debris and trash."
11142084354,
11142074304,
11142065350,
11142057879,
11142049048,
11142041256,
11142018502,"I sure that free healthcare would be far fetched or a national thing, but that would help tremendously. Even if employers paid for it for their employees. You wouldn't  have to raise the minimum wages up people would see a ""pay Raise"" in their next check."
11141935354,
11141889590,
11141752083,
11141702367,
11141624659,
11141615451,
11141494985,
11141300188,
11141222098,
11141189996,
11140998605,"Additional affordable housing, Additional  and increased means of transportation for the elderly, low income and needy people of Charlotte Co. Assistance with day care for working parents."
11140985811,
11140913133,n/a
11140846801,
11140704603,
11140698385,
11140698362,
11140419656,
11140388179,
11140355196,
11140347387,
11140220155,"The cost and quality of Charlotte County Public Schools Health Insurance is a huge issue. They are the largest employer and the employees cannot afford health care. The pay is also causing possibly great educators to go to surrounding counties. This affects every aspect of our community. You don't have good schools, everything goes down including property values."
11140205095,
11140194394,
11140192296,The children need assistance and counseling that the parents are not providing and the school is not equipped to do so due to lack of staff and funding. It's a daily struggle with lack of parent support in the classroom and there needs to be a support group or resources available to help these families so they don't grow up as dysfunctional as their parents. It's very sad to see this everyday as well as scary to know that there is a huge problem that is not getting the attention that is needed. The schools need more staff for mental health and behavior issues which are preventing them from learning and functioning appropriately.
11139150276,
11138936139,I am a not acquainted with the younger generations here so unable to make suggestions in those areas.
11138862235,
11138743825,
11138715314,Help for those who want help knowing they have a drug or alcohol problem. Where to go and affordable due to not being covered by insurance.
11138592710,
11138538785,
11138529217,I think the elderly get lonely as shut ins.  Transportation is a huge issue for many.  Housing and food are expensive.  The cost of insulin and drugs are very high for them on the limited income of social security.
11138507458,
11138498002,
11138487982,
11138466300,Pay the teachers more! We can at least keep up with inflation and not offer HORRIBLE HEALTH INSURANCE.
11138393879,
11138376727,
11138316364,more resources that are easier to obtain
11138313382,
11138287555,
11138224081,
11138157561,
11138137550,
11138106278,
11138045847,
11138019849,
11138005454,
11137992851,
11137989208,
11137960114,
11137925107,
11137916021,
11137915849,
11137910097,
11137886188,"There is a senior book I opened in an office, and it provided the 211 information. That should be mailed to everyone, or the info should be in the newspaper."
11137873081,
11137848033,
11137754131,
11137741790,"need real jobs that pay above $20/hr; need access to affordable healthcare because even with insurance, we can't afford to go to the doctors; crime is a major problem here; parents who don't take care of their kids or care"
11137720527,
11137712299,
11137706303,
11137686816,
11137678063,
11137657646,
11137629966,
11137621463,
11137547682,
11137546607,
11137545749,
11137542900,"The lack of insurance coverage limits access, there may be options but these options are not covered by your insurance - if you have any insurance coverage"
11137538172,NA
11137534789,Punta Gorda Water Quality is Unacceptable!
11137526471,"Search,or ask for help!"
11137498875,
11137497087,
11137490425,
11137488277,
11137482537,I see a need for more neighborly communication.
11137478115,
11137477086,
11137458593,
11137393620,"It is a fact that second hand smoke is unhealthy.  Why is it allowed in public places (Fisherman's Village, outdoor restaurants, parks, etc.?"
11137392091,
11137384639,
11137355166,
11137324489,
11137323791,
11137322976,
11137319635,
11137309348,
11137278716,
11137273171,
11137271754,help with costs
11137269279,
11137253190,
11137246262,
11137244681,
11137229215,
11137226266,"I have 3 small children, so having quality after school and sports/recreation programs for them is crucial. I also work in the school system so I know there is a lack of resources for youth mental health in our area. We need more school social workers and more school psychologists desperately."
11137221627,
11137214994,
11137206795,
11137203855,
11137197785,
11137189640,
11137180438,
11137179856,
11137168034,
11137162033,
11137155503,
11137150343,
11137147920,
11137139654,
11137137366,
11137134057,
11137129074,
11137126379,Make the public more aware of low cost to free assistant if needed when it comes to medical or dental care. How they can get help finding these doctors to schedule such appointments.
11137125150,
11137119273,
11137113390,
11137113159,
11137106222,
11137105933,
11137104397,
11137103951,
11137102446,"People living in poverty need access to more affordable housing, public transportation and higher paying jobs. This is a wonderful place for economically comfortable people to live, except that our two hospitals are substandard and need to be improved"
11137088135,
11137085697,
11137082722,
11137079779,
11137078837,
11137078151,
11137072694,
11137067939,
11137067519,
11137066390,
11137065810,
11137065271,
11137062434,We need more sidewalks in South Punta Gorda - don't forget about us!  Continue it down 41 please!  Too many accidents happening!
11137057202,Please stop spraying glyphosate
11137055157,
11137051829,
11137051255,
11137049306,
11137048670,
11137045372,
11137044019,
11137035274,
11137034761,
11137032978,
11137028862,
11137022470,I think it would be helpful if Charlotte County had a bus transportation system.  There are many teenagers as well as adults that work but have no means of transportation.
11137020986,Health care coverage is expensive and has little benefit other than negotiating payment down. High deductibles prevent people from seeking treatment.
11137017264,
11137010616,
11137009190,"affordable housing options. Even ""inexpensive"" places are too costly for those on fixed incomes, or even teachers without a second income. It's ridiculous that college educated people with good careers have to have a roommate to afford rent in this county!"
11137001398,
11136998009,More Dr.'s that take Medicaid. More affordable and better health plan.  I have worked for the school board (32 years) and cannot afford medical treatment and prescriptions even with my Health Care Plan and I am in better shape than MANY of the families in town.  The wages in Charlotte County are ridiculous!
11136996319,The community would benefit from a bus route instead of dial-a-ride.  It would be much safer with sidewalks - especially on Taylor Road.
11136989188,
11136977073,
11136972642,"Charlotte county is a great place to live however cost of living, adequate healthcare, and income for young families are a problem.  This county focuses on the old residents, not the young."
11136966719,
11136962243,We need more options in the evenings for recreational activities for working family
11136961866,
11136959430,
11136957508,
11136949762,
11136949282,
11136947817,
11136943624,I think there are a lot of older folks in our community who still get their information in hard print so mailing information on the 211 system would be helpful.
11136942467,
11136939265,
11136938345,
11136933756,
11136929606,
11136928200,
11136925399,
11136922560,
11136921897,
11136914706,
11136913683,
11136911984,
11136911694,
11136910108,
11136907052,
11136905064,"Housing is a big issue here, affordable housing it way over priced for the average person considering our hourly wage."
11136903223,
11136901693,
11136901330,
11136897266,
11136894826,
11136894754,none
11136891896,easier access to facilities
11136891159,
11136888889,
11136887792,
11136887703,"Charlotte Behavioral needs more support, financial or otherwise. There are no parks for kids near Murdock Middle or Port Charlotte High. School grades are still stagnating and are by comparison falling behind Sarasota County. Need more access to shade areas for exercise in the hot months"
11136887637,
11136885974,
11136882740,
11136882470,
11136880612,
11136880559,Charlotte County is too polarized politically.  Not welcoming of a diversity of views.
11136880440,
11136876890,
11136873488,
11136872757,
11136869774,
11136869415,
11136868205,"Charlotte County needs to invest some money into raising the salary of school teachers.  Charlotte County needs to attract the young and find a way to retain them throughout their career, so they may grow with Charlotte County.  Some of the Administrator need to come out of the stone age, and start looking into the future."
11136868180,
11136867502,
11136866712,
11136863703,
11136862974,
11136862588,
11136862057,
11136859429,
11136857682,We need better mental health options here in this community as the need for such services has increased quite a bit in the 30 plus years I have lived here.
11136857642,
11136857290,
11136856698,
11136856058,
11136854536,
11136853806,
11136852442,
11136850845,
11136848277,
11136847230,
11136846678,
11136716294,
11136582696,
11135885066,
11135847177,
11135844893,
11135725170,I would not go to Bayfront hospital in Punta Gorda. It does not have a good reputation.  Anytime I need hospital care I go to Fawsett in PC. With proper administration and management it could be a “go to” hospital.
11135723825,
11135361559,No computer for website
11135337524,
11134266915,
11134053340,Next my home is an aluminum besiness.The dust and tiny debris flying out from business to my house and we have to breath this kind of air.I am really allergic with this and often get cough.I want an inspection on the roof where aluminum out.P/S county dept send somebody to do it for us.Many thanks.The business address: Forcefield Hurricane 2265 US 41 Port Charlotte Fl 33952
11133960112,
11133846050,
11133831339,"Low income families are struggling with substance abuse issues and everything that goes along with that.  It is an epidemic in many parts of Charlotte county that many 'snowbirds' and others do not see.  There are two distinct groups of people here, those low income struggling families and well-off retirees."
11133776748,Charlotte County needs to attract additional primary care physicians (especially since many current providers are approaching retirement or going concierge).
11133720675,
11132490960,
11132439930,
11132293435,
11132278959,
11131228070,
11129974751,
11129954385,
11129761694,
11129747416,
11129603299,
11129592957,
11129584688,
11129574311,
11129574281,
11129563657,
11129552498,Refocus on ACE's is a great start!
11129545774,
11129540797,
11129532913,
11129523739,
11129512504,
11129468806,
11129398036,
11129285910,"Administrative positions in Charlotte County do not exist, which is very disappointing."
11128857166,
11128840140,None
11128584788,Mental illness and drug dependency needs to be focused on immensely. More sidewalks in communities to get up and move. Sidewalks are used frequently for the neighborhoods that have them.
11128582891,
11128504549,"Adults that are unemployed, without insurance, drug addicted cannot get the help they need for long term care.  3 days in a facility does not help."
11128388177,
11128346916,
11128320949,The biggest issue in Charlotte County are the lack of Mental Heath assistance and the Charlotte County Public Schools.
11127986001,
11127057939,
11126670689,Need to improve services for those experiencing mental illness. Also more affordable housing for individuals working as consumer service providers in the community. Have you seen the tiny house communities being built for those who are on limited incomes or homeless?
11126574267,Our community need a place homeless place and health facility where they can get help.  We have so many of them here that live in the woods and no health care for them.
11126531114,"The Community must elect County Commissioners who care about income inequality, lack of affordable housing and lack of health care--not one's who care about only wealthy retirees, retail development and the Sunseeker Project"
11126456021,
11126413787,
11126303848,"There is a large homeless population that, I feel, is ignored by the community."
11126297936,
11126081921,
11126004524,
11125875565,
11125872405,Free legal advise for scammers and con artists who take seniors money and do not do what was agreed upon.  Protect our seniors.  We have no recourse with spending a fortune on legal fees.
11125819783,
11125758261,We have to find a way to bridge the gap between pay and cost of living
11125622848,Need more affordable healthy foods in the supermarket
11125601473,211 Is ever expanding and needs the staff to complete its mission.  So under staffed.
11125592878,
11125586368,
11125572387,
11125571753,"Need transportation, free or affordable dental, free or affordable substance abuse treatment, child care for parents looking for work.  Affordable after-school care."
11125544806,There is a serious lack of housing for persons struggling with severe and persistent mental health dx.  There is a lack of activity for the youth in this county and therefore they often engage in activities that are not productive or legal.  There is a predominant Elderly population that deters young people from wanting to live here.
11125523914,
11125488916,
11125456862,"Dial a ride is a completely ineffective transportation system.  Also they are not reliable if you have an appointment or have to be at a job at a certain time.  Dial a ride is useless in an emergency or short term notice.   How much money is wasted driving one or two passengers around?  Why not regular routes through out the county, connect to other counties, and with extended hours for those that work other than day shift?"
11125422100,
11125410518,
11125401288,
11125377269,
11125352840,
11125347189,
11125250741,
11125224192,
11125192223,
11125064026,
11124853402,
11124633705,
11123980223,"There is little reason for younger people to return to our county as there are few sustainable living jobs. county jobs do not prioritize interviewing long time residents ... housing costs are too high for people earning even 32,000 to live here and rent individually. There are not enough mental health providers who accept insurances... more homeless services are needed and assistance for people who are barely scraping by..."
11123785009,"High paying jobs, vibrant community life, kids, good schools, and housing affordability are all lacking. We can not be a balanced community based on the current demographics and climate."
11123703457,
11123462161,
11123447697,
11123434098,
11123316889,
11123171749,
11123044482,"I am currently doubled up in a house with another family because rent is too high. In my family it is my husband, 5 sons and myself."
11123018737,Butts
11122999070,
11122993145,
11122935228,"Instead of the community citizen in a  fixed mindset, we should come together to change to a growth mindset.   Charlotte County = We together can make a difference."
11122889718,
11122856747,Charlotte County needs better transportation options
11122856621,
11122806141,
11122782218,"Are county employees able to use Medically prescribed Cannabis, in the privacy of their own home never at work, without fear of retaliation by the county?  (IE, if it came to light a county employee use Cannabis to treat their anxiety, and the employee could prove they medically needed it, would the employee face any consequences or be fired?)"
11122296674,
11122279026,
11122172772,
11122171297,
11122108015,
11122012255,
11121874765,
11121849445,
11121823589,I would like to see our local hospitals gain a better rating. The rating they have now are below industry standards.
11121638908,
11121588719,
11120674565,Free medical attention should be available Medicaid..
11120671382,
11120476955,
11120468306,
11120215588,
11120191926,
11120158186,
11120105416,
11120067850,
11120041440,
11120041025,
11119977369,
11119866351,
11119724043,
11119712814,More cost effective health care. Improve traffic flows during seasonal influx.
11119696245,Will require a different mindset in terms of how we invest in our community.  Needs to be much more collaborative and thoughtful.
11119648396,
11119559932,
11119509989,
11119498190,
11119343012,
11119289452,public bus for those without transportation
11119271603,
11119215442,
11119209931,Smoking should be abolished near public areas
11119204970,
11119189278,
11119182462,
11119179933,Please make it NO SMOKING around any public areas. It is awful to have to get a lung full walking in or out of restaurants and stores.
11119107609,
11119049967,
11119010835,
11118954293,
11118950061,
11118932608,
11118894730,
11118842565,
11118830744,
11118804913,
11118803029,
11118800781,More focus on the needs of an aging population that too often lacks the resources that would lead to a good quality of life.
11118788504,
11118709434,
11118399737,
11117616151,
11117411846,
11117275062,
11117233327,
11117197373,"This area needs a public transit or bus system, connecting Sarasota & Lee w/ us at least one bus an hr on 41"
11117121456,
11116925653,
11116924227,
11116813102,
11116795862,
11116788309,
11116776059,
11116772381,
11116771726,
11116768354,
11116759619,Red tide is a huge problem for our area--both economically and health-wise.  We need to restrict smoking at the beach.
11116745208,
11116729193,
11116713096,
11116619679,
11116593574,
11116544649,
11116481652,
11116422475,
11116421816,"Not enough good quality, well paying jobs."
11116370205,
11116261907,
11116105968,"Community needs education and access to health resources and programs. A ""one-source"" resource for human services would be good"
11115955822,
11115949717,
11115752012,
11115735738,
11115729508,
11115682638,"luckily I work and can afford health care, etc.  Not sure about everyone else out there, but I'm assuming many young folks don't have it (unless provided by their jobs) and elderly probably have Medicare, do all have a supplement for the 20%??? don't know.   I can't answer these questions not knowing the statistics for our area."
11115669651,
11115567930,
11115536608,
11115486267,
11115439722,
11115370513,
11115340578,
11115332790,
11115300587,
11115254272,
11115230842,
11115193467,
11115066582,
11115050911,
11115045082,Affordable housing and mental health
11115025839,
11114678691,"Publicize a booklet of providers and leave at chamber, clinics, emergency rooms. doctor offices with contact names and numbers of where to get help."
11114605368,
11114462314,Better jobs for young people that keep them here!   Have a hospital that specializes in something great like cardio bc our hospitals seem to be mediocre in everything.   More focus on the young people in the community not just the seniors
11114429192,
11114412473,
11114367453,
11114353545,
11114328622,
11114281395,
11114279405,
11114271139,
11114266186,
11114242599,
11114095824,Provide access to dental care for developmentally disabled adults - currently there are no options.  These individuals are typically on medicaid.....
11114042329,
11114029226,
11114013802,
11113991418,"People have difficulty with lack of reliable transportation for US41, County only caters to Seniors, the youth cannot find good paying jobs with medical insurance and affordable housing. There is also a need for land for legal 2/4 wheel trail riding or other family gaming centers, other than bars and restaurants; our community doesn’t support young family entertainment needs. Fishing for example should be free, requiring permits prohibits young families from these safe activities."
11113921709,
11113911635,
11113810584,
11113637652,
11113556927,
11113527033,
11112871762,
11112677808,
11112533865,
11112417093,
11112253781,
11111676801,"Provide affordable housing, attract quality businesses to offer employment attract young professionals. Better schools"
11111198079,Community outreach to be able to be more involved and show everyone what kind of assist they can get.
11110981194,Affordable available
11110973152,
11110948818,
11110943299,
11110937445,
11110918206,
11110701937,
11110666910,I  have lived in Charlotte County for 20 years.  There needs to be more activities for young adults and children to do in the area.
11110625380,
11110621598,
11110618340,
11110612155,
11110611692,
11110603225,Should have better understanding adult mental disabilities and the police
11110586299,
11110574912,
11110571624,Get serious about really helping
11110491918,
11110460119,
11110455369,
11110444641,
11110425402,
11110419232,
11110412819,
11110404906,
11110400331,
11110398109,We need more mental health.
11110391351,
11110389513,
